^IXIC
date;open;high;low;close;volume;adjClose
29.04.2009;1688,660034;1726,689941;1687,290039;1711,939941;2385720000;1711,939941
30.04.2009;1732,469971;1753,609985;1710,069946;1717,300049;2871300000;1717,300049
01.05.2009;1719,290039;1728,099976;1703,52002;1719,199951;2165930000;1719,199951
04.05.2009;1733,709961;1763,560059;1729,310059;1763,560059;2524800000;1763,560059
05.05.2009;1757,26001;1759,420044;1735,369995;1754,119995;2538290000;1754,119995
06.05.2009;1768,689941;1770,290039;1730,969971;1759,099976;2966510000;1759,099976
07.05.2009;1772,099976;1773,130005;1702,540039;1716,23999;3299360000;1716,23999
08.05.2009;1733,5;1747,410034;1711,01001;1739;3206310000;1739
11.05.2009;1713,650024;1747,969971;1705,869995;1731,23999;2543450000;1731,23999
12.05.2009;1742,859985;1743,52002;1695,869995;1715,920044;2475150000;1715,920044
13.05.2009;1696,800049;1697,76001;1664,189941;1664,189941;2356410000;1664,189941
14.05.2009;1672,47998;1701,219971;1667,939941;1689,209961;2162620000;1689,209961
15.05.2009;1687,48999;1703,449951;1676,560059;1680,140015;2057500000;1680,140015
18.05.2009;1696,819946;1732,359985;1689,550049;1732,359985;2023250000;1732,359985
19.05.2009;1727;1750,050049;1719,920044;1734,540039;2076390000;1734,540039
20.05.2009;1743,599976;1767,469971;1722,319946;1727,839966;2261780000;1727,839966
21.05.2009;1709,829956;1719,579956;1677,77002;1695,25;2206610000;1695,25
22.05.2009;1702,060059;1711,97998;1682,23999;1692,01001;1619520000;1692,01001
26.05.2009;1677,719971;1751,469971;1677,540039;1750,430054;2095650000;1750,430054
27.05.2009;1745,560059;1768,219971;1728,959961;1731,079956;2118100000;1731,079956
28.05.2009;1744,22998;1754,949951;1714,47998;1751,790039;2189090000;1751,790039
29.05.2009;1756,26001;1774,329956;1742,98999;1774,329956;2465310000;1774,329956
01.06.2009;1796,089966;1833,180054;1792,800049;1828,680054;2600340000;1828,680054
02.06.2009;1821,219971;1846,650024;1815,829956;1836,800049;2611690000;1836,800049
03.06.2009;1825,599976;1828,089966;1806,51001;1825,920044;2246950000;1825,920044
04.06.2009;1829,839966;1850,040039;1825,619995;1850,02002;2468840000;1850,02002
05.06.2009;1864,02002;1865,949951;1834,630005;1849,420044;2310590000;1849,420044
08.06.2009;1836,869995;1857,800049;1818,589966;1842,400024;1972980000;1842,400024
09.06.2009;1850,47998;1869,52002;1846,26001;1860,130005;2140370000;1860,130005
10.06.2009;1872,01001;1872,699951;1827,609985;1853,079956;2347870000;1853,079956
11.06.2009;1854,75;1879,920044;1854,75;1862,369995;2463860000;1862,369995
12.06.2009;1852,430054;1858,800049;1833,390015;1858,800049;2013560000;1858,800049
15.06.2009;1837,939941;1838,329956;1803,069946;1816,380005;2154700000;1816,380005
16.06.2009;1825,199951;1831,180054;1795,550049;1796,180054;2227700000;1796,180054
17.06.2009;1799,219971;1824,199951;1785,339966;1808,060059;2523180000;1808,060059
18.06.2009;1809,040039;1816,599976;1795,73999;1807,719971;2067830000;1807,719971
19.06.2009;1824,98999;1837,579956;1817,069946;1827,469971;2864420000;1827,469971
22.06.2009;1809,530029;1810,579956;1765,849976;1766,189941;2318970000;1766,189941
23.06.2009;1771,420044;1777,579956;1753,780029;1764,920044;2152480000;1764,920044
24.06.2009;1780,880005;1807,079956;1780,25;1792,339966;2150570000;1792,339966
25.06.2009;1783,189941;1829,670044;1779,180054;1829,540039;2227980000;1829,540039
26.06.2009;1819,160034;1840,97998;1816,839966;1838,219971;3989940000;1838,219971
29.06.2009;1842,089966;1854,089966;1825,030029;1844,060059;1981450000;1844,060059
30.06.2009;1845,469971;1854,689941;1824,949951;1835,040039;2044980000;1835,040039
01.07.2009;1846,119995;1861,619995;1843,790039;1845,719971;1971050000;1845,719971
02.07.2009;1823,689941;1823,910034;1795,949951;1796,52002;1923070000;1796,52002
06.07.2009;1783,5;1793,420044;1770,109985;1787,400024;1970530000;1787,400024
07.07.2009;1787,439941;1788,969971;1745,380005;1746,170044;2027240000;1746,170044
08.07.2009;1756;1757,670044;1727,050049;1747,170044;2467520000;1747,170044
09.07.2009;1756,969971;1763,630005;1747,439941;1752,550049;1868280000;1752,550049
10.07.2009;1744,609985;1764,109985;1738,26001;1756,030029;1658010000;1756,030029
13.07.2009;1761,030029;1793,209961;1736,949951;1793,209961;1899410000;1793,209961
14.07.2009;1790,699951;1800,72998;1782,849976;1799,72998;1856910000;1799,72998
15.07.2009;1827,609985;1863,290039;1824,310059;1862,900024;2543340000;1862,900024
16.07.2009;1856,050049;1887,890015;1854,699951;1885,030029;2072730000;1885,030029
17.07.2009;1880,310059;1887,339966;1873,810059;1886,609985;1876760000;1886,609985
20.07.2009;1896,98999;1909,890015;1890;1909,290039;2046350000;1909,290039
21.07.2009;1917,390015;1917,459961;1892,170044;1916,199951;2205230000;1916,199951
22.07.2009;1908,829956;1934,609985;1907,25;1926,380005;2306340000;1926,380005
23.07.2009;1924,959961;1979,339966;1924,77002;1973,599976;3021430000;1973,599976
24.07.2009;1943,22998;1966,26001;1937,640015;1965,959961;2232920000;1965,959961
27.07.2009;1964,619995;1971,380005;1946,949951;1967,890015;2141690000;1967,890015
28.07.2009;1957,26001;1978,430054;1947,890015;1975,51001;2206850000;1975,51001
29.07.2009;1965,319946;1970,650024;1953,359985;1967,76001;2072650000;1967,76001
30.07.2009;1986,209961;2009,810059;1980,079956;1984,300049;2525670000;1984,300049
31.07.2009;1980,719971;1995,050049;1977,650024;1978,5;2190380000;1978,5
03.08.2009;1998,349976;2008,609985;1985,880005;2008,609985;2155720000;2008,609985
04.08.2009;1996,380005;2015,589966;1993,73999;2011,310059;2235010000;2011,310059
05.08.2009;2014,449951;2014,449951;1980,680054;1993,050049;2353550000;1993,050049
06.08.2009;1999,209961;2004,369995;1967,680054;1973,160034;2408400000;1973,160034
07.08.2009;1997;2012,329956;1984,5;2000,25;2323980000;2000,25
10.08.2009;1991,439941;1999,550049;1979,390015;1992,23999;1844700000;1992,23999
11.08.2009;1985,060059;1986,849976;1962,079956;1969,72998;1915530000;1969,72998
12.08.2009;1970,949951;2015,26001;1970,25;1998,719971;2140190000;1998,719971
13.08.2009;2009,27002;2013,430054;1986,869995;2009,349976;2084370000;2009,349976
14.08.2009;2005,790039;2006,72998;1969,680054;1985,52002;1923410000;1985,52002
17.08.2009;1949,22998;1949,22998;1929,640015;1930,839966;1924190000;1930,839966
18.08.2009;1940,550049;1958,709961;1935,329956;1955,920044;1749420000;1955,920044
19.08.2009;1933,390015;1972,319946;1931,910034;1969,23999;1977750000;1969,23999
20.08.2009;1967,569946;1992,219971;1965,689941;1989,219971;1958470000;1989,219971
21.08.2009;2000,150024;2021,859985;1994,329956;2020,900024;2259140000;2020,900024
24.08.2009;2026,109985;2036,030029;2012;2017,97998;2046370000;2017,97998
25.08.2009;2025,589966;2040,589966;2019,170044;2024,22998;1936980000;2024,22998
26.08.2009;2021,300049;2034,310059;2013,52002;2024,430054;2037560000;2024,430054
27.08.2009;2021,310059;2029,27002;1993,030029;2027,72998;2140540000;2027,72998
28.08.2009;2050,530029;2059,47998;2017,420044;2028,77002;2340180000;2028,77002
31.08.2009;2011,140015;2013,650024;1997,530029;2009,060059;2256210000;2009,060059
01.09.2009;2001,300049;2034,780029;1965,47998;1968,890015;2778570000;1968,890015
02.09.2009;1960,069946;1976,349976;1958,51001;1967,069946;1974330000;1967,069946
03.09.2009;1975,849976;1983,369995;1958,040039;1983,199951;1853450000;1983,199951
04.09.2009;1986,97998;2018,920044;1982,050049;2018,780029;1722150000;2018,780029
08.09.2009;2034,73999;2038,630005;2023,030029;2037,77002;2037180000;2037,77002
09.09.2009;2038,920044;2066,340088;2033,469971;2060,389893;2493930000;2060,389893
10.09.2009;2059,47998;2084,02002;2055,48999;2084,02002;2451330000;2084,02002
