date;open;close;adjClose;high;low;volume
06.02.2014;12587.5;82.330002;10291.25;12600;10291.25;32600
07.02.2014;9750;72.200005;9025;9865;8620;41400
10.02.2014;8961.25;72.120003;9015;9218.75;8688.75;22100
11.02.2014;8756.25;66.700005;8337.5;8898.75;8171.25;31200
12.02.2014;8150;63.950001;7993.75;8461.25;7986.25;34300
13.02.2014;8492.5;63;7875;8492.5;7862.5;30600
14.02.2014;7837.5;61.010006;7626.25;7943.75;7512.5;23200
18.02.2014;7512.5;59.48;7435;7856.25;7415;20800
19.02.2014;7640;67.240005;8405;8543.75;7481.25;47200
20.02.2014;8250;62.73;7841.25;8595;7770;32900
21.02.2014;7642.5;64.080002;8010;8080;7541.25;26500
24.02.2014;7935;63.02;7877.5;7975;7625;26200
25.02.2014;7842.5;62.900002;7862.5;8210;7700;35800
26.02.2014;7842.5;64.529999;8066.25;8312.5;7751.25;34100
27.02.2014;8322.5;64.270004;8033.75;8416.25;7960;28900
28.02.2014;8055;66.099998;8262.5;8612.5;7752.5;44900
03.03.2014;9287.5;73.520004;9190;9617.5;8815;59900
04.03.2014;8170;63.920002;7990;8260;7937.5;36400
05.03.2014;7981.25;63.75;7968.75;8213.75;7856.25;24100
06.03.2014;7901.25;62.970001;7871.25;8103.75;7807.5;29000
07.03.2014;7751.25;65.610008;8201.25;8372.5;7750;47400
10.03.2014;8332.5;65.040001;8130;8675;8092.5;34200
11.03.2014;8118.75;66.879997;8360;8468.75;7906.25;35300
12.03.2014;8715;66.790001;8348.75;8837.5;8276.25;32300
13.03.2014;8131.25;72.200005;9025;9282.5;8100;60700
14.03.2014;9401.25;76.200005;9525;9851.25;9045;61400
17.03.2014;9000;69.099998;8637.5;9020;8542.5;31900
18.03.2014;8250;63.75;7968.75;8350;7953.75;33400
19.03.2014;8012.5;66.090004;8261.25;8826.25;7825;56700
20.03.2014;8375;65.440002;8180;8500;8083.75;28300
21.03.2014;7962.5;66.210007;8276.25;8358.75;7906.25;38900
24.03.2014;8212.5;66.580002;8322.5;8731.25;8130;46100
25.03.2014;8123.75;64.800003;8100;8397.5;8053.75;39700
26.03.2014;7945;67.020004;8377.5;8387.5;7926.25;45500
27.03.2014;8346.25;65.400002;8175;8558.75;8163.75;41300
28.03.2014;8075;63.840004;7980;8222.5;7916.25;37700
31.03.2014;7845;59.910004;7488.75;7855;7477.5;36500
01.04.2014;7463.75;55.98;6997.5;7463.75;6978.75;32600
02.04.2014;7015;56.720001;7090;7227.5;6978.75;23600
03.04.2014;7101.25;56.490002;7061.25;7271.25;7046.25;27300
04.04.2014;6825;58.920002;7365;7536.25;6817.5;55200
07.04.2014;7513.75;61.620003;7702.5;7901.25;7402.5;51500
08.04.2014;7625;59.240002;7405;7893.75;7396.25;32900
09.04.2014;7236.25;56.220001;7027.5;7428.75;7017.5;33500
10.04.2014;7062.5;63.049999;7881.25;7937.5;7033.75;59000
11.04.2014;8088.75;67;8375;8592.5;7851.25;66800
14.04.2014;8068.75;65.990005;8248.75;8787.5;8010;40600
15.04.2014;8140;64.470001;8058.75;8965;7942.5;65700
16.04.2014;7760;59.850002;7481.25;7987.5;7458.75;36700
17.04.2014;7520;58.160004;7270;7612.5;7226.25;31000
21.04.2014;7251.25;55.910004;6988.75;7268.75;6965;24700
22.04.2014;7037.5;55.600002;6950;7090;6865;23900
23.04.2014;7025;56.140003;7017.5;7116.25;6956.25;20500
24.04.2014;6943.75;57.410004;7176.25;7273.75;6920;34700
25.04.2014;7280;58.360004;7295;7565;7250;44000
28.04.2014;7192.5;55.760006;6970;7456.25;6961.25;42500
29.04.2014;6911.25;53.840004;6730;6976.25;6720;28900
30.04.2014;6787.5;53.900002;6737.5;6871.25;6650;28100
01.05.2014;6785;53.920002;6740;6832.5;6626.25;21600
02.05.2014;6640;53.460003;6682.5;6822.5;6575;28900
05.05.2014;6865;52.150002;6518.75;6950;6515;28300
06.05.2014;6575;52.799999;6600;6661.25;6431.25;30100
07.05.2014;6562.5;50.790001;6348.75;6780;6337.5;38200
08.05.2014;6346.25;51.040001;6380;6457.5;6092.5;36300
09.05.2014;6335;48.780003;6097.5;6500;6097.5;25500
12.05.2014;5950;45.850002;5731.25;5987.5;5702.5;31800
13.05.2014;5705;46.09;5761.25;5787.5;5647.5;23500
14.05.2014;5811.25;45.670002;5708.75;5856.25;5596.25;31100
15.05.2014;5777.5;46.510002;5813.75;6092.5;5731.25;51700
16.05.2014;5728.75;44.5;5562.5;5867.5;5546.25;35300
19.05.2014;5615;43.330002;5416.25;5625;5402.5;20900
20.05.2014;5387.5;42.480003;5310;5541.25;5260;40500
21.05.2014;5225;41.189999;5148.75;5256.25;5107.5;31500
22.05.2014;5162.5;41.100002;5137.5;5215;5065;21200
23.05.2014;5141.25;40.59;5073.75;5155;5040;15800
27.05.2014;4885;38.049999;4756.25;4926.25;4750;30700
28.05.2014;4767.5;37.799999;4725;4872.5;4695;30300
29.05.2014;4687.5;37.570004;4696.25;4762.5;4638.75;38200
30.05.2014;4690;37.350002;4668.75;4742.5;4668.75;24400
02.06.2014;4681.25;36.980003;4622.5;4773.75;4608.75;25000
03.06.2014;4676.25;37.230003;4653.75;4726.25;4615;22100
04.06.2014;4700;36.549999;4568.75;4730;4503.75;31800
05.06.2014;4440;33.799999;4225;4527.5;4200;56800
06.06.2014;4028.75;30.430002;3803.75;4036.25;3798.75;60500
09.06.2014;3773.75;31.160002;3895;3918.75;3693.75;36400
10.06.2014;3940;30.120001;3765;3985;3755;38000
11.06.2014;3900;31.420002;3927.5;4045;3841.25;48700
12.06.2014;3976.25;34.59;4323.75;4450;3950;93700
13.06.2014;4242.5;33.299999;4162.5;4387.5;4075;51000
16.06.2014;4191.25;33.170002;4146.25;4291.25;4053.75;47600
17.06.2014;4120;30.950001;3868.75;4162.5;3845;50200
18.06.2014;3830;27.620001;3452.5;3848.75;3440;61900
19.06.2014;3398.75;27.85;3481.25;3537.5;3347.5;46900
20.06.2014;3457.5;28.630003;3578.75;3578.75;3402.5;44400
23.06.2014;3536.25;27.180002;3397.5;3611.25;3377.5;57800
24.06.2014;3460;29.160002;3645;3706.25;3368.75;65800
25.06.2014;3763.75;27.020002;3377.5;3778.75;3373.75;62000
26.06.2014;3370;27.639999;3455;3637.5;3365;59500
27.06.2014;3515;27.190001;3398.75;3552.5;3387.5;38600
30.06.2014;3387.5;26.620001;3327.5;3421.25;3257.5;48100
01.07.2014;3268.75;25.310001;3163.75;3298.75;3090;64800
02.07.2014;3141.25;24.75;3093.75;3148.75;3033.75;41200
03.07.2014;2990;24.1;3012.5;3030;2960;30100
