^DJI
date;open;high;low;close;volume;adjClose
29.04.2009;8018,310059;8257,570313;8017,910156;8185,72998;300340000;8185,72998
30.04.2009;8188,509766;8307,509766;8136,899902;8168,120117;341400000;8168,120117
01.05.2009;8167,410156;8219,80957;8099,310059;8212,410156;237360000;8212,410156
04.05.2009;8213,599609;8434,860352;8213,599609;8426,740234;354490000;8426,740234
05.05.2009;8425,549805;8458,120117;8362,780273;8410,650391;311490000;8410,650391
06.05.2009;8403,480469;8518,570313;8403;8512,280273;454480000;8512,280273
07.05.2009;8512,280273;8577,19043;8358;8409,849609;476640000;8409,849609
08.05.2009;8410,730469;8587,549805;8410,730469;8574,650391;428420000;8574,650391
11.05.2009;8569,230469;8569,230469;8410,330078;8418,769531;332630000;8418,769531
12.05.2009;8419,169922;8517,459961;8365,650391;8469,110352;334840000;8469,110352
13.05.2009;8461,799805;8462,040039;8262,429688;8284,889648;336930000;8284,889648
14.05.2009;8285,919922;8376,639648;8273,900391;8331,320313;323800000;8331,320313
15.05.2009;8326,219727;8394,959961;8230,169922;8268,639648;308820000;8268,639648
18.05.2009;8270,150391;8511,879883;8270,150391;8504,080078;288280000;8504,080078
19.05.2009;8502,480469;8538,009766;8463,540039;8474,849609;277710000;8474,849609
20.05.2009;8471,820313;8591,929688;8405,469727;8422,040039;468640000;8422,040039
21.05.2009;8416,070313;8416,150391;8221,009766;8292,129883;302280000;8292,129883
22.05.2009;8292,209961;8364,139648;8257,169922;8277,320313;244190000;8277,320313
26.05.2009;8277,320313;8495,709961;8226,900391;8473,490234;314760000;8473,490234
27.05.2009;8473,650391;8496,589844;8289,349609;8300,019531;285990000;8300,019531
28.05.2009;8300,5;8434,620117;8246,580078;8403,799805;290730000;8403,799805
29.05.2009;8404,040039;8522,950195;8368,519531;8500,330078;361910000;8500,330078
01.06.2009;8501,530273;8760,700195;8501,290039;8721,44043;354830000;8721,44043
02.06.2009;8721,599609;8787,129883;8693,719727;8740,870117;257560000;8740,870117
03.06.2009;8740,070313;8740,389648;8598,379883;8675,240234;252160000;8675,240234
04.06.2009;8675,280273;8751,25;8634,570313;8750,240234;237800000;8750,240234
05.06.2009;8751,75;8839,400391;8700,410156;8763,129883;254970000;8763,129883
08.06.2009;8759,349609;8823,969727;8633,070313;8764,490234;189630000;8764,490234
09.06.2009;8764,830078;8803,259766;8725,120117;8763,05957;187930000;8763,05957
10.06.2009;8763,660156;8834,929688;8639,950195;8739,019531;219920000;8739,019531
11.06.2009;8736,230469;8877,929688;8736,230469;8770,919922;249900000;8770,919922
12.06.2009;8770,009766;8805,530273;8716,730469;8799,259766;164020000;8799,259766
15.06.2009;8798,5;8798,5;8577,900391;8612,129883;230220000;8612,129883
16.06.2009;8612,44043;8643,650391;8499,379883;8504,669922;240690000;8504,669922
17.06.2009;8504,360352;8563,009766;8461,290039;8497,179688;237870000;8497,179688
18.06.2009;8496,730469;8590,519531;8475,120117;8555,599609;220050000;8555,599609
19.06.2009;8556,959961;8616,589844;8496,730469;8539,730469;528710000;8539,730469
22.06.2009;8538,519531;8538,830078;8334,549805;8339,009766;291240000;8339,009766
23.06.2009;8340,44043;8370,900391;8286,410156;8322,910156;237150000;8322,910156
24.06.2009;8323,509766;8428,410156;8259,879883;8299,860352;189430000;8299,860352
25.06.2009;8299,25;8490,459961;8259,429688;8472,400391;222540000;8472,400391
26.06.2009;8468,540039;8468,769531;8401,360352;8438,389648;307640000;8438,389648
29.06.2009;8440,129883;8533,230469;8429,089844;8529,379883;216480000;8529,379883
30.06.2009;8528,929688;8560,44043;8393,950195;8447;233340000;8447
01.07.2009;8447,530273;8580,469727;8447,530273;8504,05957;184600000;8504,05957
02.07.2009;8503;8503,230469;8280,740234;8280,740234;157800000;8280,740234
06.07.2009;8280,740234;8327,969727;8205,990234;8324,870117;206900000;8324,870117
07.07.2009;8324,950195;8326,30957;8154,379883;8163,600098;210880000;8163,600098
08.07.2009;8163,600098;8219,519531;8087,189941;8178,410156;325250000;8178,410156
09.07.2009;8179,009766;8228,669922;8145,310059;8183,169922;192660000;8183,169922
10.07.2009;8182,490234;8183,850098;8093,310059;8146,52002;174260000;8146,52002
13.07.2009;8146,52002;8331,679688;8130,419922;8331,679688;253520000;8331,679688
14.07.2009;8331,370117;8361,230469;8285,200195;8359,490234;189170000;8359,490234
15.07.2009;8363,950195;8628,230469;8363,950195;8616,209961;305000000;8616,209961
16.07.2009;8612,660156;8739,549805;8584,400391;8711,820313;216580000;8711,820313
17.07.2009;8711,889648;8754,290039;8674,410156;8743,94043;301410000;8743,94043
20.07.2009;8746,049805;8854,799805;8745,900391;8848,150391;213730000;8848,150391
21.07.2009;8848,150391;8927,129883;8811,269531;8915,94043;218910000;8915,94043
22.07.2009;8912,389648;8949,799805;8860,320313;8881,259766;199010000;8881,259766
23.07.2009;8882,30957;9096,719727;8866,44043;9069,290039;274760000;9069,290039
24.07.2009;9066,110352;9100,879883;9007,389648;9093,240234;214310000;9093,240234
27.07.2009;9093,089844;9123,400391;9034,519531;9108,509766;176830000;9108,509766
28.07.2009;9106,919922;9124,910156;9007,469727;9096,719727;198270000;9096,719727
29.07.2009;9092,339844;9094,830078;9014,19043;9070,719727;190510000;9070,719727
30.07.2009;9072,839844;9246,429688;9072,610352;9154,459961;232410000;9154,459961
31.07.2009;9154,610352;9218,769531;9133,450195;9171,610352;265570000;9171,610352
03.08.2009;9173,650391;9298,429688;9173,650391;9286,55957;221690000;9286,55957
04.08.2009;9285,049805;9321,099609;9250,740234;9320,19043;195990000;9320,19043
05.08.2009;9315,360352;9318,080078;9206,450195;9280,969727;236610000;9280,969727
06.08.2009;9277,19043;9325,110352;9208,799805;9256,259766;244450000;9256,259766
07.08.2009;9258,450195;9437,709961;9258,450195;9370,070313;216600000;9370,070313
10.08.2009;9368,410156;9371,959961;9290,339844;9337,950195;161370000;9337,950195
11.08.2009;9334,330078;9334,330078;9216,879883;9241,450195;171380000;9241,450195
12.08.2009;9236,05957;9424,110352;9221,019531;9361,610352;197420000;9361,610352
13.08.2009;9362,290039;9406,5;9305,30957;9398,19043;145620000;9398,19043
14.08.2009;9398,040039;9401,969727;9232,830078;9321,400391;172780000;9321,400391
17.08.2009;9313,849609;9313,849609;9116,519531;9135,339844;207100000;9135,339844
18.08.2009;9134,360352;9233,509766;9134,360352;9217,94043;158530000;9217,94043
19.08.2009;9208,679688;9313,089844;9131,94043;9279,160156;176910000;9279,160156
20.08.2009;9278,549805;9363,950195;9267,969727;9350,049805;151740000;9350,049805
21.08.2009;9347,860352;9519,110352;9347,25;9505,959961;293530000;9505,959961
24.08.2009;9506,179688;9587,730469;9486,230469;9509,280273;190590000;9509,280273
25.08.2009;9509,209961;9620;9508,980469;9539,290039;173890000;9539,290039
26.08.2009;9538,610352;9582,969727;9485,780273;9543,519531;154660000;9543,519531
27.08.2009;9541,629883;9609,719727;9459,400391;9580,629883;163980000;9580,629883
28.08.2009;9582,740234;9630,200195;9495,980469;9544,200195;205770000;9544,200195
31.08.2009;9542,910156;9543,05957;9436,129883;9496,280273;201600000;9496,280273
01.09.2009;9492,320313;9557,950195;9292,080078;9310,599609;267680000;9310,599609
02.09.2009;9306,209961;9330,929688;9262,299805;9280,669922;175200000;9280,669922
03.09.2009;9282,030273;9350,269531;9252,929688;9344,610352;168750000;9344,610352
04.09.2009;9345,360352;9445,719727;9321,629883;9441,269531;152400000;9441,269531
08.09.2009;9440,129883;9511,019531;9439,980469;9497,339844;202370000;9497,339844
09.09.2009;9496,589844;9577,219727;9476,179688;9547,219727;190820000;9547,219727
10.09.2009;9546,540039;9633;9508,219727;9627,480469;234130000;9627,480469
