UVXY
date;open;high;low;close;volume;adjClose
03.10.2013;17250;19855;17090;36,470001;26400;18235
04.10.2013;18650;19160;17745;35,950001;16000;17975
07.10.2013;19415;20735;18950;41,310001;18800;20655
08.10.2013;20650;23120;20445;45,139999;29500;22570
09.10.2013;22505;23750;20375;42,100002;34800;21050
10.10.2013;19435;19445;16815;33,780003;23600;16890
11.10.2013;16940;17040;15680;32,460003;16000;16230
14.10.2013;17485;18060;16135;33,120003;24700;16560
15.10.2013;16910;18845;16255;37,180004;28600;18590
16.10.2013;16895;17375;14390;28,870001;28700;14435
17.10.2013;14730;14765;12805;25,710001;21700;12855
